card_id	card_type	entity_id	title	summary	evidence	threshold	method	core	taxon	module	relation_type	score	observed_status	source_tables	source_taxon	target_node
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.010; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_018673385.1		taxon_site	0.00961096142366192	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.009; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_905182765.1		taxon_site	0.00941175514877931	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.009; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_018673385.1		taxon_site	0.00865394823467212	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.008; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_905616395.1		taxon_site	0.00833762187969514	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.008; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCF_003326015.1		taxon_site	0.00815353450216043	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.008; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_905616395.1		taxon_site	0.00809917480959351	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.008; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCF_003326015.1		taxon_site	0.00762354993022193	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.007; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_905620445.1		taxon_site	0.00688064907620327	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_905182065.1		taxon_site	0.00644095264672401	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_905182435.1		taxon_site	0.00643140684837041	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_905182435.1		taxon_site	0.00597934765233748	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__Schulz_GVMAG_S_1024967_63		taxon_site	0.00579277011837215	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300031688_001339		taxon_site	0.00550934261902768	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.006; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_905620445.1		taxon_site	0.00550271337688532	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_905182065.1		taxon_site	0.00525847603665724	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__GCA_016777365.1		taxon_site	0.00483397330390156	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__Schulz_GVMAG_S_1102104_120		taxon_site	0.00481640076585419	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300031687_001020		taxon_site	0.00480845172697091	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300025860_000061		taxon_site	0.00469056179241781	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.005; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__TARA_ARC_NCLDV_00176		taxon_site	0.00455458584799127	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300020166_000001		taxon_site	0.00448299129596096	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__3300020317_19		taxon_site	0.0044068521933681	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300027861_000023		taxon_site	0.00400908848161188	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001		taxon_site	0.00390042899856392	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__GCA_016777365.1		taxon_site	0.00382641930788545	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.004; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__IMGVR_UViG_3300037585_000783		taxon_site	0.00358249590096589	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.003; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__3300020317_19		taxon_site	0.00319031772372363	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.003; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__Schulz_GVMAG_S_1024967_63		taxon_site	0.00284709766033091	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.003; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300031688_001339		taxon_site	0.00282755829666024	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.003; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__Schulz_GVMAG_S_1102104_120		taxon_site	0.00267657821100369	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.003; taxon prevalence cores 2; site samples 25.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R2	S__TARA_ARC_NCLDV_00036		taxon_site	0.0026329765180454	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001		taxon_site	0.00240898369703062	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__TARA_ARC_NCLDV_00176		taxon_site	0.00236574482608793	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300031687_001020		taxon_site	0.00235686795091011	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300020166_000001		taxon_site	0.00221924695924156	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300025860_000061		taxon_site	0.00215604814548748	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300027861_000023		taxon_site	0.00211761615211445	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__TARA_ARC_NCLDV_00036		taxon_site	0.00202769340639894	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_10_spearman	predicted_link	taxon_site::prev_10::spearman::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.002; taxon prevalence cores 2; site samples 26.	Learned from calibrated latent similarity on prev_10/spearman using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	spearman	GeoB25202_R1	S__IMGVR_UViG_3300037585_000783		taxon_site	0.00199554012445189	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_3_bicor	predicted_link	taxon_site::prev_3::bicor::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.992; taxon prevalence cores 3; site samples 115.	Learned from calibrated latent similarity on prev_3/bicor using candidate predictions written by 10_ngraph_link_prediction.py.	prev_3	bicor	ST8	S__Schulz_GVMAG_M_3300001718_3		taxon_site	0.992356194325638	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_3_bicor	predicted_link	taxon_site::prev_3::bicor::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.992; taxon prevalence cores 3; site samples 115.	Learned from calibrated latent similarity on prev_3/bicor using candidate predictions written by 10_ngraph_link_prediction.py.	prev_3	bicor	ST8	S__IMGVR_UViG_3300020396_000001		taxon_site	0.992350397057403	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_3_bicor	predicted_link	taxon_site::prev_3::bicor::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.992; taxon prevalence cores 3; site samples 115.	Learned from calibrated latent similarity on prev_3/bicor using candidate predictions written by 10_ngraph_link_prediction.py.	prev_3	bicor	ST8	S__TARA_ARC_NCLDV_00116		taxon_site	0.992337711903658	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_3_bicor	predicted_link	taxon_site::prev_3::bicor::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.990; taxon prevalence cores 3; site samples 115.	Learned from calibrated latent similarity on prev_3/bicor using candidate predictions written by 10_ngraph_link_prediction.py.	prev_3	bicor	ST8	S__GCA_001510275.1		taxon_site	0.989826739579153	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
taxon_site_prev_3_bicor	predicted_link	taxon_site::prev_3::bicor::::	Predicted taxon_site link  -> 	Predicted taxon-site link between  and  with score 0.989; taxon prevalence cores 3; site samples 115.	Learned from calibrated latent similarity on prev_3/bicor using candidate predictions written by 10_ngraph_link_prediction.py.	prev_3	bicor	ST8	S__GCA_001643535.1		taxon_site	0.988509174040798	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	""	""
